Text,Label
I'm trying to find out the busiest  on Fri.,2
Do you know which  ActiveSG tends to be most packed.,2
Give me the most packed  Centre.,2
Is it possible to know which  ActiveSG gym is the most crowded?,2
Could you share which  Gym tends to be most packed.,2
Do you know which  ActiveSG tends to be most packed.,2
Would you mind telling me which  Centre tends to be most packed.,2
Just wondering about what the most crowded  ActiveSG gym is.,2
Which  is the most crowded?,2
May I know what the crowd level is like across  ActiveSG gym on Tue.,2
Would you mind telling me the  ActiveSG gym with the highest number of people on Thur.,2
Tell me which  Centre is busiest at 6pm on Thurs.,2
Do you know what the crowd level is like across  Centre on Sun.,2
Just wondering about what the most crowded  is.,2
Could I get info on the busiest  Centre at 1000.,2
Do you know what  ActiveSG has the most crowd around 1800.,2
Do you happen to know which  ActiveSG tends to be full on Sunday.,2
Can I find out what  Centre has the most capacity around 6pm.,2
Any idea about the busiest  Gym on weekend.,2
Can I find out which  ActiveSG is typically most packed on Fri at 1600.,2
Can I find out what  ActiveSG gym has the most number of people around 1100.,2
Give me the most crowded  Gym this coming weekend.,2
Could I get info on which  Centre tends to be most packed.,2
What  Centre usually has the biggest crowd at 1400 on Friday?,2
Can I find out which  Centre tends to be most packed.,2
Do you happen to know what  ActiveSG has the most capacity around 2000.,2
I'd appreciate knowing the busiest  Gym at 7pm.,2
Do you know which  Centre tends to be full on Wed.,2
Would you mind telling me what the crowd level is like across  Gym on Sunday.,2
Is it possible to know which  Centre is most full on weekend at 9am?,2
I'm trying to find out the most crowded  Gym on Sun at 6pm.,2
Give me the most crowded  this coming Tues.,2
What's the  Centre with the most capacity?,2
Is it possible to know which  ActiveSG gym tends to be full on weekdays.,2
What  Gym usually has the biggest traffic at 2pm on Thurs?,2
Give me the most packed  Centre.,2
What's what the most crowded  Centre is.,2
Do you know which  Gym tends to be full on Sunday.,2
Any idea about which  ActiveSG gym tends to be most packed.,2
What's which  Gym tends to be most packed.,2
Which  Centre is the most packed on Mon?,2
Could you share the most crowded  ActiveSG on weekend at 1900.,2
Would you mind telling me which  Centre is the most occupied?,2
Just wondering about what the most crowded  is.,2
I'm trying to find out which  ActiveSG usually sees the highest crowd at 1800.,2
Give me the busiest  at 5pm.,2
Which  ActiveSG is the most packed on Mon?,2
Do you happen to know which  Centre has the biggest crowd.,2
Do you happen to know the  with the highest crowd on Saturday.,2
Could I get info on the busiest  ActiveSG gym on Fri.,2
Can you tell me which  ActiveSG has the biggest number of people.,2
Give me the busiest  Centre at 2100.,2
Any idea about the  ActiveSG with the highest number of people.,2
Could you share what the crowd level is like across  ActiveSG gym on Fri.,2
Can you tell me the busiest  Gym at 1100.,2
Can you tell me when it's not so busy at Senja-Cashew.,3
When is Jurong West Centre the has the lowest traffic on Thurs?,3
I'd like to know the best time slot to visit Clementi ActiveSG.,3
Can I find out what time Yio Chu Kang Centre usually gets the has the lowest traffic.,3
Can I find out when Bukit Gombak ActiveSG is the has the lowest capacity on Sun.,3
May I know when it's not so busy at Senja-Cashew ActiveSG gym.,3
What time is it best to go to Toa Payoh West CC ActiveSG if I want to avoid crowds?,3
When is Bukit Batok ActiveSG gym the least busy on Tuesday?,3
What time is it best to go to Bukit Gombak if I want to avoid crowds?,3
Could you suggest a good time to go to Kallang Basin Centre on Sunday when it's the least packed?,3
Just wondering about when Enabling Village is the least busy.,3
I'm trying to find out when it's not so busy at Jurong Lake Gardens Centre.,3
Is it possible to know when it's not so busy at Bukit Canberra.,3
Do you happen to know when Jurong West is the has the lowest crowd.,3
Would you mind telling me when Bishan Centre is the least occupied.,3
Could I get info on when Enabling Village ActiveSG is the least packed.,3
Do you happen to know what time Ang Mo Kio CC Gym gets the least busy on Tues.,3
Is it possible to know what time Toa Payoh West CC Gym usually gets the least busy.,3
What's when it's not so busy at Tampines Gym.,3
May I know what time Serangoon Central gets the least busy on Mon.,3
When is Yio Chu Kang ActiveSG gym the least occupied on Sat?,3
When does Serangoon Central Centre have the most quiet?,3
Just wondering about the quietest time to go to Clementi on Tue.,3
What time is it best to go to Clementi ActiveSG gym if I want to avoid crowds?,3
What time is best to go to Ang Mo Kio CC on weekday if I want to avoid crowds?,3
Could you suggest a good time to go to Bukit Canberra on Wednesday when it's the has the lowest number of people?,3
When does Jalan Besar Gym have the has the lowest traffic?,3
When is Jurong East Centre the least busy on Tues?,3
Could I get info on the best time to visit Bukit Canberra ActiveSG gym?,3
Could you suggest a good time to go to Toa Payoh West CC ActiveSG when it's the most quiet?,3
When does Pasir Ris have the least busy?,3
When does Heartbeat Bedok ActiveSG have the has the lowest capacity?,3
What time is it best to go to Hockey Village Boon Lay Centre if I want to avoid crowds?,3
What time is it best to go to Bukit Gombak Centre if I want to avoid crowds?,3
Could you share the quietest time to go to Bishan on Thurs.,3
I'd like to know the best time slot to visit Bukit Canberra Gym.,3
Is it possible to know what time Hockey Village Boon Lay Centre gets the least packed on Sunday.,3
Can I find out when it's not so busy at Woodlands.,3
I'd like to know when it's not so busy at Bukit Canberra ActiveSG.,3
Could I get info on the quietest time to go to Bishan ActiveSG.,3
What time is it best to go to Enabling Village Centre if I want to avoid crowds?,3
When is Clementi Centre the has the lowest traffic?,3
When does Bishan Gym have the least packed on Friday?,3
Could you suggest a good time to go to Heartbeat Bedok when it's the least busy?,3
Can I find out what time Jurong West Gym gets the least full on Sat.,3
What time is best to go to Bukit Batok ActiveSG on Tues if I want to avoid crowds?,3
When is Toa Payoh ActiveSG gym the least packed?,3
Could you suggest a good time to go to Bishan when it's the least busy?,3
Could you suggest a good time to go to Ang Mo Kio CC when it's the most quiet?,3
When is Katong Gym the least busy on Wednesday?,3
Any idea about what time Bishan Centre usually gets the least packed.,3
Could you suggest a good time to go to Delta Gym when it's the least occupied?,3
Do you happen to know when it's not so busy at Heartbeat Bedok on Friday.,3
I'd like to know the best time slot to visit Kallang Basin ActiveSG.,3
What's when it's not so busy at Pasir Ris ActiveSG on Tue.,3
When does Toa Payoh Gym have the least crowded?,3
When does Pasir Ris ActiveSG have the has the lowest crowd on weekends?,3
Do you happen to know the quietest time to go to Bukit Batok ActiveSG gym on Thurs.,3
Could I get info on what time Sengkang ActiveSG gets the has the lowest crowd on weekends.,3
Do you happen to know when Bishan ActiveSG is the has the lowest traffic.,3
I'd appreciate knowing what time Jurong West Gym usually gets the least packed.,3
When is Katong ActiveSG gym the has the lowest traffic on Sun?,3
Any idea about the best time to visit Enabling Village Gym on Friday?,3
What time is it best to go to Bukit Canberra ActiveSG gym if I want to avoid crowds?,3
Do you know when it's not so busy at Serangoon Central Centre.,3
When is Fernvale Square the least packed?,3
Could you suggest a good time to go to Clementi ActiveSG when it's the has the lowest crowd?,3
When does Choa Chu Kang ActiveSG gym have the most quiet on Tuesday?,3
May I know when Choa Chu Kang Gym is the least packed on Wednesday.,3
Can I find out when it's not so busy at Tampines Gym on Thur.,3
Could you share when Pasir Ris ActiveSG gym is the has the lowest traffic.,3
Can I find out the best time to visit Toa Payoh West CC Centre on Tue?,3
Do you happen to know when Tampines is the most quiet.,3
I'd like to know the best time slot to visit Jurong West ActiveSG gym.,3
When is Delta ActiveSG the least packed?,3
Can I find out when Enabling Village ActiveSG is the least busy.,3
Can you tell me the best time to visit Ang Mo Kio CC ActiveSG?,3
Do you happen to know the quietest time to go to Senja-Cashew ActiveSG gym.,3
Could you suggest a good time to go to Jurong West ActiveSG when it's the least busy?,3
Can I find out what time Katong usually gets the least packed.,3
When is Jurong West ActiveSG gym the most quiet?,3
What's when Bukit Batok Gym is the most quiet on weekends.,3
When does Bukit Batok ActiveSG have the has the lowest number of people on Thur?,3
I'd like to know the best time slot to visit Bukit Gombak ActiveSG gym on Thur.,3
Can you tell me the quietest time to go to Bukit Gombak ActiveSG gym.,3
When does Yio Chu Kang Centre have the has the lowest crowd?,3
Could you suggest a good time to go to Toa Payoh West CC ActiveSG gym when it's the least packed?,3
I'd like to know when it's not so busy at Woodlands Gym on Thurs.,3
I'd like to know the best time slot to visit Serangoon Central ActiveSG on Wed.,3
Can I find out what time Heartbeat Bedok ActiveSG gym gets the least busy on weekdays.,3
What time is best to go to Jurong Lake Gardens Centre on Thursday if I want to avoid crowds?,3
Any idea about the quietest time to go to Tampines Gym.,3
I'd appreciate knowing what time Toa Payoh West CC Gym usually gets the least packed.,3
Could you share when Kallang Basin Centre is the has the lowest capacity on Tues.,3
I'd appreciate knowing what time Fernvale Square ActiveSG usually gets the least packed.,3
Do you happen to know the quietest time to go to Serangoon Central Centre on Monday.,3
Can I find out when Hockey Village Boon Lay ActiveSG gym is the most quiet on weekday.,3
When does Toa Payoh West CC Gym have the least busy on weekends?,3
What time is it best to go to Jurong East ActiveSG gym if I want to avoid crowds?,3
When does Toa Payoh West CC Gym have the has the lowest traffic?,3
What's when Tampines Centre is the least packed on Monday.,3
Could you share the best time to visit Jurong West on Wednesday?,3
What time is it best to go to Woodlands ActiveSG if I want to avoid crowds?,3
May I know what time Enabling Village Gym gets the least packed on Thurs.,3
Do you know the best time to visit Delta Centre?,3
Is it possible to know what time Tampines ActiveSG gym usually gets the least busy.,3
When is Jurong Lake Gardens Centre the has the lowest number of people?,3
Could you suggest a good time to go to Sengkang when it's the least packed?,3
When is Bishan Centre the least packed on weekends?,3
I'd like to know the best time slot to visit Pasir Ris ActiveSG gym on Thursday.,3
Any idea about the quietest time to go to Ang Mo Kio CC Centre on weekends.,3
I'd like to know the best time slot to visit Jalan Besar ActiveSG on weekday.,3
When is Serangoon Central Gym the least busy on Sat?,3
I'd appreciate knowing what time Hockey Village Boon Lay Gym usually gets the least packed.,3
When does Tampines have the least packed?,3
When does Yio Chu Kang ActiveSG have the has the lowest number of people?,3
When does Heartbeat Bedok Gym have the most quiet?,3
Could you suggest a good time to go to Heartbeat Bedok ActiveSG when it's the least busy?,3
I'm trying to find out what time Toa Payoh West CC gets the least packed on Wed.,3
May I know the quietest time to go to Clementi Gym on Saturday.,3
I'm trying to find out the quietest time to go to Enabling Village Centre.,3
What time is it best to go to Enabling Village ActiveSG if I want to avoid crowds?,3
I'd like to know the quietest time to go to Jurong East ActiveSG on weekends.,3
What time is best to go to Sengkang on Thur if I want to avoid crowds?,3
Just wondering about when it's not so busy at Bukit Canberra on Tues.,3
Can you tell me the best time to visit Katong ActiveSG on weekdays?,3
What's when it's not so busy at Ang Mo Kio CC.,3
I'd like to know when it's not so busy at Toa Payoh Gym on weekend.,3
When is Enabling Village ActiveSG the least full?,3
I'd like to know the best time slot to visit Bukit Batok Gym on Wednesday.,3
I'd like to know the best time slot to visit Jurong West Centre on Thursday.,3
Can I find out when it's not so busy at Jalan Besar ActiveSG.,3
Do you know when Katong is the most quiet on Wednesday.,3
I'd like to know the best time slot to visit Woodlands Gym.,3
I'd like to know the best time slot to visit Bishan Centre on weekdays.,3
May I know when it's not so busy at Katong ActiveSG gym on Saturday.,3
Can you tell me the quietest time to go to Toa Payoh West CC.,3
Could you suggest a good time to go to Serangoon Central when it's the most quiet?,3
Could you share the best time to visit Tampines ActiveSG gym?,3
Can you tell me when it's not so busy at Clementi ActiveSG on Tues.,3
Is it possible to know when Bukit Gombak ActiveSG gym is the least full on Sun.,3
Would you mind telling me what time Fernvale Square usually gets the most quiet.,3
What's the quietest time to go to Senja-Cashew ActiveSG gym on Monday.,3
Do you happen to know the quietest time to go to Pasir Ris Centre on Mon.,3
What's the quietest time to go to Bishan ActiveSG gym.,3
Can I find out what time Clementi usually gets the least packed.,3
Any idea about when it's not so busy at Pasir Ris Centre.,3
Could you suggest a good time to go to Jalan Besar Centre when it's the least packed?,3
When does Hockey Village Boon Lay have the least busy?,3
I'd appreciate knowing when it's not so busy at Bukit Batok ActiveSG.,3
I'd like to know the best time slot to visit Bukit Batok Gym.,3
When is Bukit Gombak Gym the least full?,3
When does Katong ActiveSG have the has the lowest crowd?,3
Do you happen to know what time Bukit Batok ActiveSG gets the has the lowest capacity on Sun.,3
What time is best to go to Enabling Village ActiveSG on Tuesday if I want to avoid crowds?,3
Can you tell me the best time to visit Fernvale Square ActiveSG on Wednesday?,3
When is Bishan ActiveSG gym the most quiet?,3
When is Toa Payoh ActiveSG the least busy on Wednesday?,3
When is Jalan Besar the most quiet on Monday?,3
I'd like to know the best time slot to visit Choa Chu Kang Gym.,3
What time is best to go to Katong ActiveSG on Tues if I want to avoid crowds?,3
What's what time Katong gets the least busy on Tuesday.,3
I'm trying to find out when Senja-Cashew ActiveSG is the most quiet on Friday.,3
Could you suggest a good time to go to Choa Chu Kang ActiveSG gym when it's the least crowded?,3
Could you suggest a good time to go to Yishun ActiveSG on weekday when it's the most quiet?,3
When is Woodlands ActiveSG the has the lowest crowd?,3
I'd like to know the best time slot to visit Bukit Batok ActiveSG gym.,3
Would you mind telling me the best time to visit Tampines ActiveSG gym on Mon?,3
When does Jurong West Gym have the least packed?,3
What time is best to go to Heartbeat Bedok Gym on Mon if I want to avoid crowds?,3
May I know the quietest time to go to Clementi Centre.,3
Is it possible to know what time Pasir Ris usually gets the has the lowest capacity.,3
Could you share when Bukit Gombak Gym is the most quiet.,3
Could I get info on the best time to visit Hockey Village Boon Lay ActiveSG on Sunday?,3
I'd like to know the best time slot to visit Ang Mo Kio CC Gym.,3
When does Enabling Village have the most quiet on Thursday?,3
I'd like to know when Bukit Gombak Gym is the least busy.,3
When does Jalan Besar have the least busy?,3
Do you happen to know what time Tampines ActiveSG usually gets the least busy.,3
When does Bishan ActiveSG have the most quiet on Wednesday?,3
I'd like to know the quietest time to go to Bukit Gombak ActiveSG gym on Mon.,3
Just wondering about when it's not so busy at Kallang Basin Gym on Thurs.,3
Could you suggest a good time to go to Hockey Village Boon Lay Centre when it's the has the lowest number of people?,3
Could you suggest a good time to go to Bukit Gombak Centre when it's the most quiet?,3
When does Bukit Canberra Centre have the has the lowest traffic?,3
Is it possible to know the best time to visit Toa Payoh ActiveSG on Friday?,3
Would you mind telling me when it's not so busy at Yio Chu Kang Gym.,3
Can I find out when it's not so busy at Hockey Village Boon Lay on weekends.,3
Can I find out what time Jurong Lake Gardens ActiveSG gym usually gets the has the lowest crowd.,3
Do you know the quietest time to go to Sengkang Centre.,3
When is Sengkang ActiveSG gym the least packed?,3
When does Jurong Lake Gardens ActiveSG gym have the least busy?,3
Is it possible to know when Serangoon Central Gym is the least packed.,3
I'd like to know the best time slot to visit Woodlands Gym.,3
Is it possible to know when it's not so busy at Sengkang ActiveSG gym on weekends.,3
May I know what time Yio Chu Kang ActiveSG gym usually gets the has the lowest capacity.,3
When does Jurong Lake Gardens Gym have the has the lowest capacity on Tue?,3
I'd like to know the best time to visit Bukit Gombak Centre on Monday?,3
I'd appreciate knowing the quietest time to go to Jurong West.,3
Could you suggest a good time to go to Yishun when it's the least packed?,3
What time is best to go to Pasir Ris on Tue if I want to avoid crowds?,3
Could you suggest a good time to go to Tampines ActiveSG gym when it's the has the lowest traffic?,3
I'd like to know the best time slot to visit Fernvale Square ActiveSG gym on Wed.,3
When is Ang Mo Kio CC Centre the most quiet on Tues?,3
I'd like to know the best time slot to visit Bukit Batok ActiveSG.,3
What time is it best to go to Delta Gym if I want to avoid crowds?,3
What time is it best to go to Ang Mo Kio CC Gym if I want to avoid crowds?,3
Could I get info on when it's not so busy at Fernvale Square ActiveSG gym on Friday.,3
When is Katong Gym the has the lowest number of people on Thursday?,3
Could you share the best time to visit Yishun ActiveSG?,3
Can you tell me when it's not so busy at Toa Payoh ActiveSG gym on Thur.,3
I'd like to know the best time slot to visit Jalan Besar ActiveSG.,3
Can I find out when it's not so busy at Ang Mo Kio CC ActiveSG gym.,3
May I know what time Katong Gym usually gets the least packed.,3
Could you suggest a good time to go to Toa Payoh ActiveSG on Sat when it's the most quiet?,3
I'd like to know the best time slot to visit Katong Centre on Mon.,3
When is Serangoon Central Gym the least packed on Sat?,3
I'd like to know the best time to visit Bukit Canberra ActiveSG gym on Wednesday?,3
When is Bukit Batok ActiveSG gym the most quiet?,3
Could you suggest a good time to go to Jurong Lake Gardens ActiveSG gym when it's the least packed?,3
I'd appreciate knowing the quietest time to go to Bukit Gombak Gym.,3
Could you share the quietest time to go to Jurong West on Sat.,3
When is Heartbeat Bedok the least packed on Sat?,3
Could I get info on the best time to visit Senja-Cashew Centre?,3
Do you know when it's not so busy at Hockey Village Boon Lay.,3
Is it possible to know the quietest time to go to Kallang Basin ActiveSG on Tues.,3
Could you suggest a good time to go to Bukit Batok Gym on Sunday when it's the most quiet?,3
When is Choa Chu Kang Centre the least busy on Mon?,3
What time is it best to go to Kallang Basin ActiveSG gym if I want to avoid crowds?,3
Could you suggest a good time to go to Clementi on weekday when it's the least packed?,3
What time is best to go to Yio Chu Kang Centre on Tuesday if I want to avoid crowds?,3
Could you suggest a good time to go to Yishun Centre on Tue when it's the least busy?,3
Could you suggest a good time to go to Heartbeat Bedok when it's the least busy?,3
May I know when it's not so busy at Katong Centre.,3
What time is it best to go to Bishan ActiveSG if I want to avoid crowds?,3
Any idea about when it's not so busy at Toa Payoh West CC Gym on Mon.,3
Could I get info on the quietest time to go to Tampines ActiveSG on Tues.,3
Do you know the quietest time to go to Toa Payoh Centre on Wed.,3
When does Hockey Village Boon Lay Gym have the most quiet?,3
What time is best to go to Sengkang Centre on Sun if I want to avoid crowds?,3
I'd like to know what time Bishan ActiveSG usually gets the has the lowest crowd.,3
Any idea about the quietest time to go to Jurong West ActiveSG gym.,3
Any idea about when Jurong Lake Gardens is the has the lowest crowd.,3
What time is best to go to Yishun Centre on weekdays if I want to avoid crowds?,3
Do you happen to know the quietest time to go to Jurong East ActiveSG.,3
When is Pasir Ris the most quiet on Monday?,3
When is Jurong West ActiveSG the least packed on Sat?,3
May I know what time Jurong East Centre usually gets the least packed.,3
Do you happen to know what time Jurong Lake Gardens usually gets the least packed.,3
Could you suggest a good time to go to Heartbeat Bedok Centre when it's the least crowded?,3
